"","age","job","education","default","month","duration","poutcome","Subscription"
"35024",31,"blue-collar","basic.9y","no","may",282,"nonexistent","no"
"35025",54,"services","basic.6y","unknown","may",984,"failure","no"
"35026",51,"admin.","high.school","no","may",514,"nonexistent","no"
"35027",33,"technician","high.school","no","may",224,"nonexistent","no"
"35028",50,"admin.","professional.course","unknown","may",151,"nonexistent","no"
"35029",32,"admin.","high.school","no","may",25,"nonexistent","no"
"35030",35,"admin.","high.school","no","may",7,"nonexistent","no"
"35031",37,"blue-collar","basic.6y","no","may",76,"nonexistent","no"
"35032",33,"services","high.school","no","may",82,"nonexistent","no"
"35033",29,"unemployed","university.degree","no","may",298,"nonexistent","no"
"35034",28,"self-employed","university.degree","no","may",386,"nonexistent","no"
"35035",32,"technician","university.degree","no","may",457,"nonexistent","no"
"35036",32,"admin.","university.degree","no","may",18,"failure","no"
"35037",32,"entrepreneur","university.degree","no","may",416,"nonexistent","yes"
"35038",30,"blue-collar","basic.9y","no","may",193,"nonexistent","no"
"35039",44,"management","university.degree","no","may",262,"nonexistent","no"
"35040",31,"services","professional.course","no","may",22,"nonexistent","no"
"35041",30,"management","university.degree","no","may",637,"nonexistent","yes"
"35042",39,"admin.","university.degree","no","may",45,"nonexistent","no"
"35043",55,"housemaid","high.school","unknown","may",14,"failure","no"
"35044",28,"services","basic.9y","unknown","may",59,"nonexistent","no"
"35045",24,"services","high.school","no","may",34,"nonexistent","no"
"35046",39,"admin.","university.degree","no","may",272,"nonexistent","no"
"35047",29,"admin.","high.school","no","may",48,"nonexistent","no"
"35048",39,"admin.","university.degree","no","may",301,"failure","no"
"35049",53,"admin.","basic.9y","no","may",164,"nonexistent","no"
"35050",23,"blue-collar","basic.4y","no","may",523,"nonexistent","yes"
"35051",44,"admin.","basic.9y","no","may",133,"nonexistent","no"
"35052",38,"services","high.school","no","may",52,"failure","no"
"35053",31,"blue-collar","high.school","no","may",325,"nonexistent","no"
"35054",48,"blue-collar","basic.9y","no","may",36,"nonexistent","no"
"35055",48,"blue-collar","basic.9y","no","may",56,"failure","no"
"35056",36,"admin.","university.degree","no","may",174,"failure","no"
"35057",48,"admin.","high.school","no","may",322,"nonexistent","no"
"35058",48,"blue-collar","basic.9y","no","may",333,"nonexistent","no"
"35059",48,"blue-collar","basic.9y","no","may",311,"nonexistent","no"
"35060",59,"retired","basic.4y","no","may",290,"nonexistent","no"
"35061",59,"retired","basic.4y","no","may",27,"nonexistent","no"
"35062",58,"management","university.degree","no","may",256,"nonexistent","no"
"35063",26,"technician","university.degree","no","may",173,"nonexistent","no"
"35064",35,"blue-collar","basic.9y","no","may",134,"nonexistent","no"
"35065",39,"technician","unknown","no","may",171,"failure","no"
"35066",39,"technician","unknown","no","may",256,"success","no"
"35067",37,"services","high.school","no","may",26,"failure","no"
"35068",53,"services","university.degree","no","may",74,"nonexistent","no"
"35069",34,"blue-collar","basic.4y","unknown","may",285,"nonexistent","yes"
"35070",25,"blue-collar","basic.6y","unknown","may",109,"nonexistent","no"
"35071",41,"blue-collar","high.school","no","may",239,"nonexistent","no"
"35072",24,"technician","basic.9y","no","may",109,"nonexistent","no"
"35073",33,"blue-collar","basic.9y","unknown","may",730,"nonexistent","yes"
"35074",32,"blue-collar","basic.6y","unknown","may",19,"nonexistent","no"
"35075",57,"management","basic.4y","unknown","may",10,"failure","no"
"35076",37,"blue-collar","basic.4y","no","may",178,"nonexistent","no"
"35077",31,"technician","unknown","no","may",7,"nonexistent","no"
"35078",34,"blue-collar","high.school","no","may",71,"failure","no"
"35079",33,"admin.","high.school","no","may",16,"failure","no"
"35080",53,"services","university.degree","no","may",45,"nonexistent","no"
"35081",37,"admin.","high.school","no","may",22,"nonexistent","no"
"35082",41,"entrepreneur","unknown","no","may",536,"nonexistent","yes"
"35083",29,"admin.","high.school","no","may",792,"failure","yes"
"35084",33,"services","high.school","no","may",178,"nonexistent","no"
"35085",30,"technician","basic.9y","no","may",41,"nonexistent","no"
"35086",47,"services","high.school","no","may",142,"nonexistent","no"
"35087",53,"admin.","high.school","no","may",45,"nonexistent","no"
"35088",41,"blue-collar","basic.9y","unknown","may",10,"nonexistent","no"
"35089",33,"services","high.school","no","may",333,"failure","no"
"35090",31,"technician","professional.course","no","may",166,"nonexistent","no"
"35091",41,"management","university.degree","no","may",100,"nonexistent","no"
"35092",36,"management","university.degree","no","may",423,"nonexistent","no"
"35093",53,"admin.","high.school","no","may",358,"failure","no"
"35094",24,"services","high.school","no","may",576,"failure","yes"
"35095",34,"services","high.school","no","may",84,"nonexistent","no"
"35096",34,"services","high.school","no","may",66,"nonexistent","no"
"35097",29,"services","basic.9y","no","may",79,"failure","no"
"35098",33,"blue-collar","professional.course","no","may",669,"failure","yes"
"35099",53,"admin.","high.school","no","may",456,"nonexistent","no"
"35100",26,"services","high.school","no","may",676,"nonexistent","no"
"35101",54,"blue-collar","basic.4y","unknown","may",87,"failure","no"
"35102",27,"services","high.school","no","may",472,"failure","no"
"35103",38,"services","high.school","no","may",78,"failure","no"
"35104",37,"unemployed","university.degree","no","may",354,"nonexistent","no"
"35105",36,"management","university.degree","no","may",117,"nonexistent","no"
"35106",32,"blue-collar","basic.4y","no","may",265,"nonexistent","no"
"35107",32,"technician","university.degree","no","may",693,"failure","yes"
"35108",36,"entrepreneur","basic.9y","no","may",251,"nonexistent","no"
"35109",32,"admin.","university.degree","no","may",98,"failure","no"
"35110",30,"unemployed","high.school","no","may",13,"nonexistent","no"
"35111",23,"technician","professional.course","no","may",14,"nonexistent","no"
"35112",36,"management","university.degree","no","may",268,"nonexistent","no"
"35113",32,"admin.","high.school","no","may",144,"nonexistent","no"
"35114",49,"entrepreneur","basic.9y","no","may",166,"nonexistent","no"
"35115",31,"admin.","university.degree","no","may",138,"failure","no"
"35116",30,"technician","professional.course","no","may",1015,"nonexistent","yes"
"35117",54,"blue-collar","basic.4y","no","may",192,"failure","no"
"35118",43,"management","university.degree","no","may",663,"nonexistent","yes"
"35119",44,"entrepreneur","university.degree","no","may",210,"nonexistent","no"
"35120",38,"services","basic.6y","unknown","may",119,"nonexistent","no"
"35121",54,"retired","university.degree","no","may",133,"nonexistent","no"
"35122",48,"services","basic.9y","unknown","may",18,"nonexistent","no"
"35123",33,"blue-collar","basic.9y","unknown","may",8,"nonexistent","no"
"35124",54,"retired","university.degree","no","may",261,"nonexistent","no"
"35125",37,"services","high.school","no","may",81,"failure","no"
"35126",30,"services","high.school","no","may",65,"nonexistent","no"
"35127",29,"technician","university.degree","no","may",437,"nonexistent","yes"
"35128",45,"retired","basic.6y","unknown","may",102,"failure","no"
"35129",34,"admin.","high.school","no","may",217,"failure","no"
"35130",37,"blue-collar","basic.6y","no","may",63,"failure","no"
"35131",34,"services","high.school","no","may",562,"nonexistent","yes"
"35132",30,"blue-collar","basic.9y","no","may",74,"nonexistent","no"
"35133",32,"services","unknown","no","may",189,"nonexistent","no"
"35134",27,"services","high.school","no","may",212,"nonexistent","no"
"35135",35,"admin.","high.school","unknown","may",500,"failure","no"
"35136",39,"blue-collar","high.school","unknown","may",172,"failure","no"
"35137",37,"technician","professional.course","no","may",20,"nonexistent","no"
"35138",36,"technician","professional.course","no","may",327,"failure","no"
"35139",34,"admin.","university.degree","no","may",16,"nonexistent","no"
"35140",39,"admin.","university.degree","no","may",894,"failure","no"
"35141",42,"services","basic.9y","no","may",152,"failure","no"
"35142",45,"self-employed","university.degree","no","may",116,"nonexistent","no"
"35143",45,"self-employed","university.degree","no","may",133,"nonexistent","no"
"35144",35,"admin.","high.school","unknown","may",585,"nonexistent","yes"
"35145",42,"management","university.degree","no","may",95,"nonexistent","no"
"35146",53,"technician","professional.course","no","may",56,"nonexistent","no"
"35147",23,"admin.","professional.course","no","may",564,"nonexistent","no"
"35148",53,"technician","professional.course","no","may",188,"failure","no"
"35149",22,"services","high.school","no","may",48,"nonexistent","no"
"35150",27,"blue-collar","unknown","unknown","may",79,"nonexistent","no"
"35151",40,"management","university.degree","no","may",342,"nonexistent","no"
"35152",32,"admin.","professional.course","no","may",6,"nonexistent","no"
"35153",25,"blue-collar","basic.9y","no","may",170,"nonexistent","no"
"35154",28,"admin.","university.degree","no","may",119,"failure","no"
"35155",31,"admin.","high.school","no","may",80,"nonexistent","no"
"35156",36,"technician","high.school","no","may",659,"nonexistent","yes"
"35157",49,"self-employed","high.school","no","may",532,"nonexistent","yes"
"35158",39,"technician","high.school","no","may",15,"nonexistent","no"
"35159",35,"blue-collar","basic.6y","no","may",265,"nonexistent","no"
"35160",27,"services","high.school","unknown","may",54,"nonexistent","no"
"35161",39,"management","university.degree","no","may",837,"nonexistent","yes"
"35162",36,"services","university.degree","no","may",67,"failure","no"
"35163",58,"blue-collar","basic.9y","no","may",77,"nonexistent","no"
"35164",25,"blue-collar","basic.6y","no","may",358,"nonexistent","no"
"35165",32,"technician","professional.course","no","may",303,"failure","no"
"35166",47,"services","high.school","no","may",47,"nonexistent","no"
"35167",37,"services","high.school","no","may",228,"nonexistent","no"
"35168",35,"blue-collar","basic.6y","no","may",832,"failure","yes"
"35169",54,"management","university.degree","no","may",169,"failure","no"
"35170",41,"services","basic.6y","no","may",394,"nonexistent","no"
"35171",51,"blue-collar","basic.9y","unknown","may",31,"failure","no"
"35172",44,"management","university.degree","no","may",1380,"nonexistent","no"
"35173",26,"blue-collar","basic.4y","no","may",36,"nonexistent","no"
"35174",31,"unemployed","basic.9y","no","may",201,"success","no"
"35175",37,"services","basic.6y","unknown","may",679,"failure","yes"
"35176",57,"blue-collar","basic.9y","no","may",199,"nonexistent","no"
"35177",27,"blue-collar","basic.9y","no","may",58,"nonexistent","no"
"35178",51,"blue-collar","basic.9y","unknown","may",495,"nonexistent","no"
"35179",43,"admin.","high.school","no","may",141,"failure","no"
"35180",54,"blue-collar","basic.4y","no","may",139,"nonexistent","no"
"35181",44,"blue-collar","basic.4y","no","may",82,"failure","no"
"35182",29,"unemployed","university.degree","no","may",317,"nonexistent","yes"
"35183",51,"blue-collar","basic.9y","unknown","may",830,"failure","yes"
"35184",48,"admin.","high.school","unknown","may",611,"nonexistent","yes"
"35185",30,"blue-collar","high.school","no","may",86,"failure","no"
"35186",58,"admin.","basic.4y","unknown","may",186,"nonexistent","no"
"35187",21,"student","high.school","no","may",42,"nonexistent","no"
"35188",51,"blue-collar","basic.9y","unknown","may",956,"nonexistent","yes"
"35189",31,"admin.","university.degree","no","may",229,"nonexistent","no"
"35190",39,"admin.","university.degree","no","may",175,"nonexistent","no"
"35191",32,"blue-collar","professional.course","no","may",757,"failure","no"
"35192",33,"services","high.school","no","may",521,"nonexistent","no"
"35193",54,"entrepreneur","high.school","no","may",264,"failure","no"
"35194",60,"admin.","high.school","unknown","may",99,"failure","no"
"35195",60,"admin.","high.school","unknown","may",83,"failure","no"
"35196",20,"blue-collar","basic.9y","unknown","may",87,"nonexistent","no"
"35197",52,"admin.","university.degree","no","may",401,"nonexistent","no"
"35198",60,"admin.","high.school","unknown","may",301,"nonexistent","no"
"35199",41,"management","university.degree","no","may",13,"nonexistent","no"
"35200",27,"technician","unknown","unknown","may",184,"nonexistent","no"
"35201",33,"services","university.degree","no","may",200,"nonexistent","no"
"35202",42,"services","basic.9y","no","may",42,"failure","no"
"35203",27,"blue-collar","basic.9y","no","may",167,"failure","no"
"35204",29,"admin.","basic.6y","no","may",58,"nonexistent","no"
"35205",26,"technician","professional.course","no","may",11,"nonexistent","no"
"35206",29,"admin.","high.school","no","may",167,"nonexistent","no"
"35207",33,"retired","high.school","no","may",237,"nonexistent","no"
"35208",30,"management","university.degree","no","may",173,"nonexistent","no"
"35209",42,"admin.","basic.9y","unknown","may",98,"failure","no"
"35210",37,"admin.","high.school","no","may",165,"nonexistent","no"
"35211",24,"blue-collar","high.school","no","may",858,"nonexistent","yes"
"35212",25,"blue-collar","basic.4y","no","may",114,"nonexistent","no"
"35213",39,"blue-collar","basic.6y","unknown","may",173,"nonexistent","no"
"35214",34,"blue-collar","professional.course","no","may",406,"failure","no"
"35215",24,"services","high.school","unknown","may",1012,"nonexistent","yes"
"35216",37,"admin.","high.school","no","may",13,"nonexistent","no"
"35217",37,"admin.","high.school","no","may",73,"nonexistent","no"
"35218",32,"blue-collar","professional.course","no","may",160,"nonexistent","no"
"35219",29,"blue-collar","basic.9y","no","may",372,"success","no"
"35220",25,"blue-collar","basic.4y","no","may",206,"nonexistent","no"
"35221",32,"technician","university.degree","no","may",137,"failure","no"
"35222",44,"blue-collar","basic.6y","no","may",611,"nonexistent","yes"
"35223",29,"blue-collar","basic.4y","no","may",13,"failure","no"
"35224",28,"blue-collar","basic.9y","unknown","may",219,"nonexistent","no"
"35225",34,"services","high.school","no","may",320,"failure","no"
"35226",44,"blue-collar","high.school","no","may",223,"failure","no"
"35227",48,"blue-collar","basic.9y","no","may",57,"failure","no"
"35228",59,"technician","unknown","unknown","may",739,"failure","no"
"35229",58,"management","university.degree","no","may",109,"success","no"
"35230",26,"technician","unknown","no","may",264,"nonexistent","no"
"35231",53,"blue-collar","professional.course","no","may",221,"nonexistent","no"
"35232",45,"entrepreneur","university.degree","no","may",61,"nonexistent","no"
"35233",46,"blue-collar","basic.4y","unknown","may",124,"nonexistent","no"
"35234",21,"student","high.school","unknown","may",885,"nonexistent","yes"
"35235",28,"self-employed","basic.9y","no","may",1111,"nonexistent","yes"
"35236",24,"technician","university.degree","no","may",117,"nonexistent","no"
"35237",58,"services","basic.6y","no","may",44,"nonexistent","no"
"35238",30,"services","high.school","no","may",187,"nonexistent","no"
"35239",23,"blue-collar","high.school","no","may",50,"nonexistent","no"
"35240",32,"blue-collar","unknown","no","may",76,"nonexistent","no"
"35241",31,"unemployed","high.school","no","may",10,"nonexistent","no"
"35242",41,"admin.","high.school","unknown","may",270,"nonexistent","no"
"35243",29,"admin.","basic.6y","no","may",135,"failure","no"
"35244",31,"services","high.school","no","may",31,"nonexistent","no"
"35245",35,"management","university.degree","no","may",296,"nonexistent","no"
"35246",29,"blue-collar","basic.9y","no","may",239,"nonexistent","no"
"35247",31,"blue-collar","basic.9y","no","may",22,"failure","no"
"35248",30,"blue-collar","professional.course","no","may",1357,"failure","yes"
"35249",35,"blue-collar","basic.6y","no","may",212,"failure","no"
"35250",41,"blue-collar","high.school","no","may",150,"nonexistent","no"
"35251",24,"technician","professional.course","no","may",582,"nonexistent","no"
"35252",41,"blue-collar","basic.4y","no","may",709,"nonexistent","yes"
"35253",29,"blue-collar","high.school","no","may",199,"failure","no"
"35254",30,"services","high.school","no","may",102,"failure","no"
"35255",26,"services","high.school","no","may",140,"failure","no"
"35256",34,"services","high.school","no","may",15,"nonexistent","no"
"35257",30,"services","high.school","no","may",61,"nonexistent","no"
"35258",49,"management","university.degree","no","may",20,"nonexistent","no"
"35259",32,"technician","professional.course","no","may",152,"nonexistent","no"
"35260",26,"blue-collar","basic.9y","no","may",245,"failure","no"
"35261",31,"admin.","basic.9y","no","may",406,"nonexistent","yes"
"35262",24,"technician","professional.course","no","may",23,"nonexistent","no"
"35263",32,"technician","university.degree","unknown","may",297,"nonexistent","no"
"35264",55,"blue-collar","professional.course","no","may",197,"failure","no"
"35265",28,"blue-collar","basic.6y","no","may",63,"nonexistent","no"
"35266",23,"services","high.school","no","may",103,"nonexistent","no"
"35267",26,"blue-collar","basic.9y","unknown","may",11,"nonexistent","no"
"35268",49,"entrepreneur","basic.9y","no","may",427,"nonexistent","no"
"35269",46,"admin.","high.school","no","may",80,"nonexistent","no"
"35270",41,"blue-collar","basic.4y","no","may",232,"nonexistent","no"
"35271",30,"services","high.school","no","may",255,"nonexistent","no"
"35272",34,"technician","professional.course","no","may",8,"failure","no"
"35273",32,"admin.","high.school","no","may",284,"nonexistent","no"
"35274",27,"admin.","basic.6y","no","may",550,"failure","no"
"35275",56,"entrepreneur","university.degree","no","may",536,"nonexistent","no"
"35276",54,"retired","university.degree","no","may",193,"nonexistent","no"
"35277",30,"technician","high.school","no","may",124,"failure","no"
"35278",31,"self-employed","basic.9y","no","may",12,"failure","no"
"35279",23,"blue-collar","professional.course","no","may",134,"nonexistent","no"
"35280",32,"technician","professional.course","no","may",10,"nonexistent","no"
"35281",37,"services","basic.4y","no","may",17,"nonexistent","no"
"35282",39,"admin.","university.degree","no","may",895,"failure","no"
"35283",32,"technician","professional.course","no","may",212,"nonexistent","no"
"35284",29,"admin.","high.school","no","may",43,"failure","no"
"35285",39,"admin.","university.degree","no","may",364,"nonexistent","no"
"35286",44,"admin.","high.school","no","may",14,"nonexistent","no"
"35287",32,"blue-collar","basic.9y","no","may",122,"nonexistent","no"
"35288",33,"blue-collar","basic.9y","unknown","may",134,"nonexistent","no"
"35289",25,"services","high.school","no","may",21,"nonexistent","no"
"35290",28,"self-employed","basic.9y","no","may",144,"nonexistent","no"
"35291",36,"management","university.degree","no","may",16,"nonexistent","no"
"35292",23,"admin.","high.school","no","may",13,"nonexistent","no"
"35293",60,"retired","high.school","unknown","may",781,"failure","no"
"35294",34,"blue-collar","professional.course","no","may",128,"nonexistent","no"
"35295",32,"self-employed","high.school","no","may",67,"nonexistent","no"
"35296",34,"admin.","university.degree","no","may",266,"nonexistent","no"
"35297",27,"technician","professional.course","no","may",411,"failure","no"
"35298",42,"management","university.degree","no","may",391,"nonexistent","no"
"35299",27,"admin.","basic.6y","no","may",195,"nonexistent","no"
"35300",34,"admin.","high.school","no","may",74,"nonexistent","no"
"35301",20,"technician","professional.course","unknown","may",232,"nonexistent","no"
"35302",34,"admin.","high.school","no","may",340,"failure","no"
"35303",34,"blue-collar","basic.9y","no","may",350,"failure","no"
"35304",49,"self-employed","high.school","no","may",309,"nonexistent","no"
"35305",39,"technician","high.school","no","may",12,"nonexistent","no"
"35306",26,"blue-collar","basic.9y","no","may",136,"failure","no"
"35307",51,"blue-collar","illiterate","unknown","may",259,"nonexistent","no"
"35308",29,"admin.","university.degree","no","may",223,"nonexistent","no"
"35309",29,"technician","university.degree","no","may",215,"nonexistent","no"
"35310",31,"admin.","basic.9y","no","may",156,"nonexistent","no"
"35311",43,"entrepreneur","professional.course","no","may",233,"nonexistent","no"
"35312",26,"blue-collar","basic.9y","no","may",59,"nonexistent","no"
"35313",29,"admin.","university.degree","unknown","may",104,"nonexistent","no"
"35314",30,"admin.","university.degree","no","may",49,"nonexistent","no"
"35315",37,"services","basic.4y","no","may",167,"nonexistent","no"
"35316",28,"blue-collar","basic.9y","no","may",113,"nonexistent","no"
"35317",51,"admin.","high.school","no","may",1002,"nonexistent","yes"
"35318",21,"student","university.degree","no","may",48,"nonexistent","no"
"35319",30,"technician","basic.9y","no","may",54,"nonexistent","no"
"35320",47,"technician","university.degree","no","may",306,"failure","no"
"35321",32,"admin.","university.degree","no","may",61,"nonexistent","no"
"35322",24,"services","high.school","no","may",20,"nonexistent","no"
"35323",23,"technician","high.school","no","may",16,"failure","no"
"35324",43,"admin.","high.school","no","may",880,"nonexistent","yes"
"35325",35,"blue-collar","basic.6y","no","may",69,"failure","no"
"35326",33,"blue-collar","basic.6y","no","may",218,"nonexistent","no"
"35327",50,"blue-collar","basic.6y","no","may",18,"nonexistent","no"
"35328",27,"blue-collar","basic.9y","no","may",47,"nonexistent","no"
"35329",41,"admin.","high.school","no","may",333,"failure","no"
"35330",41,"blue-collar","basic.9y","no","may",102,"failure","no"
"35331",29,"admin.","high.school","no","may",64,"failure","no"
"35332",34,"admin.","university.degree","no","may",101,"failure","no"
"35333",32,"admin.","university.degree","no","may",800,"nonexistent","no"
"35334",37,"technician","professional.course","no","may",131,"nonexistent","no"
"35335",38,"entrepreneur","basic.9y","no","may",476,"nonexistent","no"
"35336",32,"self-employed","professional.course","no","may",65,"nonexistent","no"
"35337",37,"management","university.degree","no","may",262,"failure","no"
"35338",47,"blue-collar","high.school","no","may",934,"failure","yes"
"35339",26,"entrepreneur","professional.course","no","may",75,"failure","no"
"35340",22,"services","high.school","no","may",51,"nonexistent","no"
"35341",33,"blue-collar","basic.9y","no","may",208,"nonexistent","no"
"35342",32,"technician","professional.course","no","may",53,"nonexistent","no"
"35343",34,"technician","university.degree","no","may",162,"failure","no"
"35344",32,"blue-collar","basic.9y","no","may",34,"nonexistent","no"
"35345",32,"blue-collar","basic.9y","no","may",73,"nonexistent","no"
"35346",26,"technician","professional.course","no","may",22,"failure","no"
"35347",49,"blue-collar","basic.9y","no","may",172,"failure","no"
"35348",52,"self-employed","university.degree","no","may",258,"nonexistent","no"
"35349",37,"admin.","high.school","no","may",71,"failure","no"
"35350",32,"blue-collar","basic.9y","no","may",11,"nonexistent","no"
"35351",32,"self-employed","high.school","no","may",93,"nonexistent","no"
"35352",30,"blue-collar","basic.6y","no","may",92,"failure","no"
"35353",25,"blue-collar","basic.9y","no","may",655,"failure","yes"
"35354",29,"admin.","high.school","no","may",138,"failure","no"
"35355",57,"blue-collar","basic.9y","unknown","may",432,"nonexistent","no"
"35356",34,"management","unknown","no","may",200,"failure","no"
"35357",29,"blue-collar","basic.6y","no","may",69,"failure","no"
"35358",33,"entrepreneur","university.degree","no","may",204,"nonexistent","no"
"35359",43,"blue-collar","basic.9y","unknown","may",25,"failure","no"
"35360",23,"blue-collar","basic.4y","no","may",28,"nonexistent","no"
"35361",24,"services","basic.9y","no","may",68,"failure","no"
"35362",27,"admin.","professional.course","no","may",109,"nonexistent","no"
"35363",29,"blue-collar","basic.4y","no","may",1223,"failure","no"
"35364",23,"blue-collar","professional.course","no","may",136,"failure","no"
"35365",53,"admin.","high.school","no","may",101,"nonexistent","no"
"35366",43,"admin.","high.school","no","may",126,"failure","no"
"35367",34,"blue-collar","basic.9y","no","may",137,"failure","no"
"35368",39,"blue-collar","basic.4y","no","may",155,"nonexistent","no"
"35369",53,"blue-collar","basic.9y","no","may",509,"nonexistent","no"
"35370",37,"admin.","high.school","no","may",143,"failure","no"
"35371",27,"blue-collar","basic.9y","no","may",641,"nonexistent","no"
"35372",34,"blue-collar","basic.6y","unknown","may",415,"failure","yes"
"35373",54,"management","university.degree","no","may",104,"nonexistent","no"
"35374",31,"services","high.school","no","may",211,"failure","no"
"35375",27,"technician","university.degree","no","may",131,"nonexistent","no"
"35376",28,"entrepreneur","basic.9y","unknown","may",22,"nonexistent","no"
"35377",34,"admin.","high.school","no","may",15,"nonexistent","no"
"35378",29,"admin.","high.school","no","may",1871,"nonexistent","yes"
"35379",24,"services","high.school","no","may",69,"failure","no"
"35380",28,"admin.","university.degree","no","may",63,"nonexistent","no"
"35381",25,"blue-collar","high.school","no","may",1068,"nonexistent","yes"
"35382",58,"admin.","high.school","unknown","may",315,"failure","no"
"35383",42,"blue-collar","basic.4y","no","may",58,"nonexistent","no"
"35384",43,"blue-collar","high.school","no","may",22,"failure","no"
"35385",50,"entrepreneur","high.school","no","may",1326,"failure","no"
"35386",34,"blue-collar","basic.4y","unknown","may",149,"nonexistent","no"
"35387",22,"admin.","basic.9y","no","may",34,"nonexistent","no"
"35388",33,"technician","university.degree","no","may",204,"failure","no"
"35389",48,"blue-collar","basic.9y","no","may",44,"nonexistent","no"
"35390",47,"entrepreneur","university.degree","no","may",376,"nonexistent","no"
"35391",38,"blue-collar","basic.4y","unknown","may",31,"failure","no"
"35392",40,"technician","university.degree","no","may",133,"nonexistent","no"
"35393",35,"blue-collar","basic.9y","no","may",439,"nonexistent","no"
"35394",32,"technician","unknown","no","may",157,"failure","no"
"35395",32,"admin.","unknown","no","may",38,"failure","no"
"35396",45,"entrepreneur","university.degree","no","may",462,"nonexistent","yes"
"35397",32,"admin.","professional.course","no","may",73,"nonexistent","no"
"35398",26,"services","high.school","no","may",104,"nonexistent","no"
"35399",43,"blue-collar","high.school","no","may",504,"nonexistent","no"
"35400",25,"blue-collar","basic.9y","no","may",121,"nonexistent","no"
"35401",39,"technician","professional.course","no","may",49,"nonexistent","no"
"35402",37,"services","professional.course","no","may",258,"nonexistent","no"
"35403",41,"management","unknown","no","may",163,"failure","no"
"35404",24,"admin.","basic.9y","no","may",12,"nonexistent","no"
"35405",28,"services","basic.9y","no","may",126,"failure","no"
"35406",28,"technician","university.degree","no","may",166,"nonexistent","no"
"35407",25,"admin.","university.degree","no","may",11,"failure","no"
"35408",43,"blue-collar","basic.9y","unknown","may",59,"nonexistent","no"
"35409",31,"technician","university.degree","no","may",1313,"failure","yes"
"35410",50,"admin.","high.school","no","may",623,"nonexistent","yes"
"35411",26,"admin.","high.school","no","may",157,"nonexistent","no"
"35412",30,"admin.","university.degree","no","may",1598,"failure","yes"
"35413",42,"self-employed","professional.course","unknown","may",385,"nonexistent","no"
"35414",33,"admin.","high.school","no","may",57,"nonexistent","no"
"35415",55,"technician","professional.course","no","may",543,"failure","no"
"35416",35,"technician","professional.course","no","may",692,"nonexistent","yes"
"35417",45,"blue-collar","high.school","unknown","may",102,"nonexistent","no"
"35418",32,"technician","professional.course","no","may",20,"nonexistent","no"
"35419",25,"student","high.school","no","may",59,"nonexistent","no"
"35420",41,"unemployed","professional.course","no","may",33,"nonexistent","no"
"35421",50,"housemaid","basic.9y","no","may",126,"failure","no"
"35422",39,"technician","professional.course","no","may",87,"nonexistent","no"
"35423",38,"technician","professional.course","no","may",15,"nonexistent","no"
"35424",42,"technician","university.degree","no","may",45,"nonexistent","no"
"35425",41,"admin.","high.school","no","may",722,"nonexistent","yes"
"35426",45,"blue-collar","high.school","unknown","may",9,"nonexistent","no"
"35427",48,"admin.","university.degree","no","may",17,"failure","no"
"35428",41,"blue-collar","basic.9y","no","may",7,"nonexistent","no"
"35429",41,"admin.","professional.course","no","may",16,"nonexistent","no"
"35430",38,"technician","professional.course","no","may",201,"nonexistent","no"
"35431",41,"admin.","university.degree","unknown","may",113,"failure","no"
"35432",25,"admin.","university.degree","no","may",8,"nonexistent","no"
"35433",45,"blue-collar","high.school","unknown","may",8,"nonexistent","no"
"35434",44,"blue-collar","basic.9y","no","may",536,"failure","yes"
"35435",29,"admin.","professional.course","no","may",58,"nonexistent","no"
"35436",48,"admin.","university.degree","no","may",28,"nonexistent","no"
"35437",49,"blue-collar","professional.course","no","may",11,"nonexistent","no"
"35438",57,"technician","basic.6y","no","may",9,"nonexistent","no"
"35439",36,"admin.","high.school","unknown","may",899,"nonexistent","yes"
"35440",49,"blue-collar","professional.course","no","may",17,"failure","no"
"35441",57,"services","high.school","no","may",473,"nonexistent","yes"
"35442",36,"admin.","high.school","unknown","may",11,"nonexistent","no"
"35443",38,"admin.","university.degree","no","may",114,"nonexistent","no"
"35444",22,"technician","unknown","no","may",106,"nonexistent","no"
"35445",43,"admin.","high.school","no","may",159,"nonexistent","no"
"35446",31,"technician","high.school","unknown","may",17,"nonexistent","no"
"35447",42,"management","university.degree","no","may",359,"nonexistent","no"
"35448",38,"technician","professional.course","no","may",17,"failure","no"
"35449",39,"self-employed","high.school","no","may",11,"nonexistent","no"
"35450",52,"blue-collar","basic.9y","unknown","may",70,"nonexistent","no"
"35451",38,"admin.","university.degree","no","may",193,"nonexistent","no"
"35452",31,"admin.","university.degree","no","may",116,"nonexistent","no"
"35453",41,"blue-collar","basic.9y","no","may",157,"nonexistent","no"
"35454",36,"admin.","high.school","unknown","may",284,"failure","no"
"35455",57,"blue-collar","basic.9y","no","may",73,"nonexistent","no"
"35456",40,"admin.","high.school","no","may",18,"failure","no"
"35457",57,"admin.","high.school","no","may",26,"success","no"
"35458",36,"admin.","unknown","no","may",222,"nonexistent","no"
"35459",57,"services","high.school","no","may",126,"nonexistent","no"
"35460",21,"student","high.school","no","may",97,"failure","no"
"35461",44,"services","high.school","no","may",144,"nonexistent","no"
"35462",45,"blue-collar","high.school","unknown","may",98,"failure","no"
"35463",35,"housemaid","university.degree","no","may",59,"nonexistent","no"
"35464",27,"services","university.degree","no","may",19,"nonexistent","no"
"35465",54,"retired","professional.course","no","may",44,"nonexistent","no"
