"","job","education","default","contact","month","campaign","previous","poutcome","cons.price.idx","cons.conf.idx","euribor3m","Subscription"
"39466","technician","university.degree","no","telephone","apr",1,0,"nonexistent",93.749,-34.6,0.644,"yes"
"39467","retired","basic.4y","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.643,"yes"
"39468","self-employed","unknown","no","cellular","apr",2,1,"failure",93.749,-34.6,0.643,"no"
"39469","admin.","university.degree","no","cellular","apr",4,0,"nonexistent",93.749,-34.6,0.643,"no"
"39470","self-employed","unknown","no","cellular","apr",3,1,"failure",93.749,-34.6,0.643,"no"
"39471","admin.","high.school","no","cellular","apr",1,1,"success",93.749,-34.6,0.643,"no"
"39472","retired","basic.4y","no","cellular","apr",1,2,"success",93.749,-34.6,0.643,"yes"
"39473","retired","basic.4y","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.643,"yes"
"39474","retired","basic.4y","no","cellular","apr",2,2,"failure",93.749,-34.6,0.643,"no"
"39475","retired","basic.4y","no","telephone","apr",5,0,"nonexistent",93.749,-34.6,0.643,"yes"
"39476","housemaid","basic.4y","unknown","cellular","apr",6,1,"success",93.749,-34.6,0.642,"yes"
"39477","housemaid","basic.4y","unknown","cellular","apr",1,2,"success",93.749,-34.6,0.642,"yes"
"39478","housemaid","basic.4y","unknown","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.642,"no"
"39479","retired","high.school","no","telephone","apr",1,2,"success",93.749,-34.6,0.642,"yes"
"39480","housemaid","basic.4y","unknown","cellular","apr",1,1,"failure",93.749,-34.6,0.642,"yes"
"39481","retired","basic.4y","no","telephone","apr",2,1,"failure",93.749,-34.6,0.642,"no"
"39482","management","unknown","no","cellular","apr",3,1,"success",93.749,-34.6,0.642,"yes"
"39483","retired","high.school","no","cellular","apr",4,0,"nonexistent",93.749,-34.6,0.642,"no"
"39484","admin.","high.school","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.642,"no"
"39485","retired","basic.4y","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.642,"yes"
"39486","housemaid","basic.4y","no","telephone","apr",3,1,"failure",93.749,-34.6,0.642,"yes"
"39487","retired","basic.4y","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.642,"no"
"39488","retired","basic.4y","no","telephone","apr",1,0,"nonexistent",93.749,-34.6,0.642,"yes"
"39489","retired","basic.4y","no","telephone","apr",2,0,"nonexistent",93.749,-34.6,0.642,"yes"
"39490","retired","basic.4y","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.642,"yes"
"39491","housemaid","basic.4y","no","cellular","apr",2,1,"success",93.749,-34.6,0.642,"yes"
"39492","unemployed","basic.9y","no","cellular","apr",1,1,"success",93.749,-34.6,0.644,"yes"
"39493","housemaid","university.degree","no","cellular","apr",1,1,"success",93.749,-34.6,0.644,"yes"
"39494","retired","basic.4y","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.644,"no"
"39495","retired","high.school","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.644,"yes"
"39496","retired","high.school","no","cellular","apr",7,0,"nonexistent",93.749,-34.6,0.644,"yes"
"39497","retired","high.school","no","cellular","apr",2,1,"failure",93.749,-34.6,0.644,"no"
"39498","admin.","high.school","no","cellular","apr",4,0,"nonexistent",93.749,-34.6,0.644,"no"
"39499","retired","basic.4y","no","cellular","apr",1,2,"success",93.749,-34.6,0.644,"yes"
"39500","admin.","university.degree","no","cellular","apr",5,1,"success",93.749,-34.6,0.645,"no"
"39501","admin.","university.degree","no","telephone","apr",4,0,"nonexistent",93.749,-34.6,0.645,"yes"
"39502","admin.","university.degree","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.645,"yes"
"39503","housemaid","basic.9y","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.645,"no"
"39504","admin.","high.school","no","cellular","apr",1,1,"failure",93.749,-34.6,0.645,"yes"
"39505","retired","professional.course","no","cellular","apr",1,3,"success",93.749,-34.6,0.645,"yes"
"39506","student","high.school","no","cellular","apr",1,2,"success",93.749,-34.6,0.645,"yes"
"39507","admin.","university.degree","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.645,"no"
"39508","technician","unknown","no","cellular","apr",2,1,"failure",93.749,-34.6,0.645,"no"
"39509","retired","basic.4y","no","telephone","apr",8,0,"nonexistent",93.749,-34.6,0.645,"no"
"39510","admin.","university.degree","no","cellular","apr",3,1,"success",93.749,-34.6,0.645,"no"
"39511","admin.","high.school","no","cellular","apr",3,0,"nonexistent",93.749,-34.6,0.645,"yes"
"39512","management","university.degree","no","cellular","apr",2,1,"success",93.749,-34.6,0.645,"yes"
"39513","technician","university.degree","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.645,"no"
"39514","technician","professional.course","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.645,"yes"
"39515","admin.","high.school","no","cellular","apr",2,2,"success",93.749,-34.6,0.645,"no"
"39516","technician","university.degree","no","cellular","apr",1,1,"failure",93.749,-34.6,0.645,"yes"
"39517","student","high.school","no","cellular","apr",3,1,"success",93.749,-34.6,0.645,"no"
"39518","student","high.school","no","cellular","apr",1,3,"failure",93.749,-34.6,0.645,"yes"
"39519","admin.","high.school","no","cellular","apr",5,4,"failure",93.749,-34.6,0.645,"no"
"39520","blue-collar","high.school","no","cellular","apr",10,0,"nonexistent",93.749,-34.6,0.645,"no"
"39521","retired","basic.4y","no","cellular","apr",2,1,"success",93.749,-34.6,0.645,"yes"
"39522","blue-collar","high.school","no","cellular","apr",2,1,"failure",93.749,-34.6,0.645,"no"
"39523","retired","basic.4y","no","cellular","apr",3,0,"nonexistent",93.749,-34.6,0.645,"no"
"39524","technician","university.degree","no","cellular","apr",3,1,"failure",93.749,-34.6,0.645,"no"
"39525","blue-collar","high.school","no","cellular","apr",1,1,"failure",93.749,-34.6,0.645,"no"
"39526","student","university.degree","no","cellular","apr",2,1,"failure",93.749,-34.6,0.646,"no"
"39527","management","university.degree","no","telephone","apr",1,2,"failure",93.749,-34.6,0.646,"yes"
"39528","student","basic.9y","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.646,"no"
"39529","student","basic.9y","no","cellular","apr",1,1,"failure",93.749,-34.6,0.646,"no"
"39530","admin.","university.degree","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.646,"no"
"39531","admin.","high.school","no","telephone","apr",2,0,"nonexistent",93.749,-34.6,0.646,"yes"
"39532","admin.","university.degree","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.646,"yes"
"39533","student","unknown","no","cellular","apr",3,0,"nonexistent",93.749,-34.6,0.646,"no"
"39534","management","unknown","no","telephone","apr",2,1,"failure",93.749,-34.6,0.646,"yes"
"39535","services","high.school","no","telephone","apr",1,0,"nonexistent",93.749,-34.6,0.646,"yes"
"39536","technician","professional.course","no","cellular","apr",3,0,"nonexistent",93.749,-34.6,0.646,"yes"
"39537","student","unknown","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.646,"no"
"39538","admin.","unknown","no","cellular","apr",2,1,"success",93.749,-34.6,0.654,"yes"
"39539","admin.","unknown","no","telephone","apr",1,1,"success",93.749,-34.6,0.654,"yes"
"39540","admin.","unknown","no","cellular","apr",2,4,"success",93.749,-34.6,0.654,"yes"
"39541","admin.","university.degree","no","cellular","apr",1,1,"success",93.749,-34.6,0.654,"yes"
"39542","admin.","unknown","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.654,"yes"
"39543","admin.","basic.9y","no","cellular","apr",3,0,"nonexistent",93.749,-34.6,0.659,"yes"
"39544","admin.","university.degree","no","cellular","apr",6,0,"nonexistent",93.749,-34.6,0.659,"no"
"39545","services","unknown","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.659,"yes"
"39546","admin.","high.school","no","cellular","apr",1,1,"success",93.749,-34.6,0.659,"yes"
"39547","retired","basic.9y","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.659,"no"
"39548","self-employed","university.degree","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.659,"yes"
"39549","admin.","unknown","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.659,"no"
"39550","technician","professional.course","no","cellular","apr",1,1,"success",93.749,-34.6,0.659,"yes"
"39551","admin.","university.degree","no","cellular","apr",2,1,"failure",93.749,-34.6,0.659,"no"
"39552","admin.","university.degree","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.659,"yes"
"39553","services","unknown","no","cellular","apr",5,0,"nonexistent",93.749,-34.6,0.659,"yes"
"39554","unemployed","professional.course","no","cellular","apr",7,0,"nonexistent",93.749,-34.6,0.659,"no"
"39555","admin.","university.degree","no","telephone","apr",3,0,"nonexistent",93.749,-34.6,0.659,"yes"
"39556","admin.","university.degree","no","cellular","apr",3,0,"nonexistent",93.749,-34.6,0.659,"yes"
"39557","admin.","high.school","no","cellular","apr",1,1,"success",93.749,-34.6,0.659,"yes"
"39558","technician","professional.course","no","cellular","apr",2,2,"success",93.749,-34.6,0.663,"no"
"39559","blue-collar","unknown","no","cellular","apr",1,1,"success",93.749,-34.6,0.663,"yes"
"39560","management","university.degree","no","cellular","apr",4,1,"failure",93.749,-34.6,0.663,"no"
"39561","student","unknown","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.663,"no"
"39562","admin.","university.degree","no","cellular","apr",3,1,"failure",93.749,-34.6,0.663,"yes"
"39563","blue-collar","unknown","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.663,"no"
"39564","technician","university.degree","no","cellular","apr",1,1,"failure",93.749,-34.6,0.663,"no"
"39565","technician","university.degree","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.663,"no"
"39566","student","university.degree","no","cellular","apr",1,2,"success",93.749,-34.6,0.663,"yes"
"39567","student","high.school","no","cellular","apr",1,0,"nonexistent",93.749,-34.6,0.663,"yes"
"39568","student","unknown","no","cellular","apr",2,0,"nonexistent",93.749,-34.6,0.663,"no"
"39569","admin.","university.degree","no","cellular","may",1,2,"failure",93.876,-40,0.668,"no"
"39570","admin.","high.school","no","cellular","may",1,2,"success",93.876,-40,0.668,"yes"
"39571","admin.","university.degree","no","cellular","may",1,2,"success",93.876,-40,0.668,"no"
"39572","admin.","university.degree","no","cellular","may",1,2,"failure",93.876,-40,0.668,"no"
"39573","admin.","university.degree","no","cellular","may",1,1,"success",93.876,-40,0.668,"no"
"39574","blue-collar","professional.course","no","cellular","may",1,1,"failure",93.876,-40,0.668,"no"
"39575","blue-collar","basic.9y","no","cellular","may",1,3,"success",93.876,-40,0.668,"yes"
"39576","student","unknown","no","telephone","may",1,1,"success",93.876,-40,0.668,"yes"
"39577","student","unknown","no","cellular","may",1,1,"success",93.876,-40,0.668,"yes"
"39578","retired","basic.9y","no","cellular","may",1,2,"failure",93.876,-40,0.668,"no"
"39579","retired","basic.9y","no","cellular","may",1,0,"nonexistent",93.876,-40,0.668,"no"
"39580","technician","professional.course","no","cellular","may",2,2,"success",93.876,-40,0.668,"yes"
"39581","admin.","university.degree","no","cellular","may",2,0,"nonexistent",93.876,-40,0.668,"yes"
"39582","student","high.school","no","cellular","may",2,2,"success",93.876,-40,0.668,"yes"
"39583","technician","university.degree","no","telephone","may",1,2,"success",93.876,-40,0.668,"yes"
"39584","student","basic.9y","no","cellular","may",1,3,"failure",93.876,-40,0.668,"no"
"39585","student","high.school","no","cellular","may",1,1,"success",93.876,-40,0.668,"no"
"39586","services","high.school","no","cellular","may",1,1,"failure",93.876,-40,0.668,"yes"
"39587","student","unknown","no","cellular","may",2,0,"nonexistent",93.876,-40,0.672,"yes"
"39588","housemaid","university.degree","no","cellular","may",1,0,"nonexistent",93.876,-40,0.672,"no"
"39589","student","high.school","no","cellular","may",1,2,"success",93.876,-40,0.672,"yes"
"39590","student","high.school","no","cellular","may",1,2,"success",93.876,-40,0.672,"no"
"39591","student","high.school","no","cellular","may",1,3,"failure",93.876,-40,0.672,"no"
"39592","student","high.school","no","cellular","may",1,5,"success",93.876,-40,0.672,"yes"
"39593","admin.","university.degree","no","cellular","may",1,0,"nonexistent",93.876,-40,0.672,"yes"
"39594","student","unknown","no","telephone","may",1,2,"failure",93.876,-40,0.672,"no"
"39595","admin.","university.degree","no","cellular","may",1,2,"failure",93.876,-40,0.672,"no"
"39596","admin.","university.degree","no","cellular","may",1,1,"failure",93.876,-40,0.672,"yes"
"39597","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.876,-40,0.672,"no"
"39598","student","high.school","no","telephone","may",1,0,"nonexistent",93.876,-40,0.672,"no"
"39599","student","unknown","no","telephone","may",4,0,"nonexistent",93.876,-40,0.672,"yes"
"39600","admin.","university.degree","no","cellular","may",4,1,"failure",93.876,-40,0.672,"no"
"39601","management","basic.9y","no","telephone","may",1,0,"nonexistent",93.876,-40,0.672,"no"
"39602","retired","basic.4y","no","cellular","may",4,0,"nonexistent",93.876,-40,0.672,"yes"
"39603","technician","professional.course","no","cellular","may",1,1,"failure",93.876,-40,0.677,"no"
"39604","technician","university.degree","no","cellular","may",1,4,"success",93.876,-40,0.677,"yes"
"39605","services","high.school","no","cellular","may",1,1,"failure",93.876,-40,0.677,"yes"
"39606","admin.","university.degree","no","cellular","may",1,5,"success",93.876,-40,0.677,"yes"
"39607","admin.","university.degree","no","cellular","may",1,0,"nonexistent",93.876,-40,0.677,"yes"
"39608","admin.","university.degree","no","cellular","may",1,2,"success",93.876,-40,0.677,"yes"
"39609","admin.","university.degree","no","cellular","may",2,0,"nonexistent",93.876,-40,0.677,"no"
"39610","student","basic.4y","no","cellular","may",1,1,"failure",93.876,-40,0.677,"no"
"39611","student","unknown","no","cellular","may",1,2,"success",93.876,-40,0.677,"no"
"39612","technician","university.degree","no","cellular","may",1,4,"success",93.876,-40,0.677,"yes"
"39613","retired","professional.course","no","telephone","may",1,0,"nonexistent",93.876,-40,0.677,"no"
"39614","student","unknown","no","cellular","may",2,1,"failure",93.876,-40,0.677,"yes"
"39615","retired","basic.4y","no","cellular","may",2,2,"success",93.876,-40,0.682,"no"
"39616","management","high.school","no","cellular","may",3,0,"nonexistent",93.876,-40,0.682,"yes"
"39617","technician","university.degree","no","cellular","may",2,1,"success",93.876,-40,0.682,"yes"
"39618","student","high.school","no","telephone","may",3,0,"nonexistent",93.876,-40,0.682,"yes"
"39619","technician","university.degree","no","telephone","may",2,1,"failure",93.876,-40,0.682,"no"
"39620","student","high.school","no","cellular","may",2,2,"success",93.876,-40,0.682,"yes"
"39621","retired","professional.course","no","cellular","may",2,0,"nonexistent",93.876,-40,0.682,"no"
"39622","technician","university.degree","no","cellular","may",1,1,"failure",93.876,-40,0.682,"no"
"39623","retired","basic.4y","unknown","cellular","may",3,0,"nonexistent",93.876,-40,0.682,"no"
"39624","admin.","university.degree","no","cellular","may",4,1,"success",93.876,-40,0.682,"yes"
"39625","blue-collar","basic.6y","no","telephone","may",1,0,"nonexistent",93.876,-40,0.682,"no"
"39626","retired","high.school","unknown","cellular","may",3,0,"nonexistent",93.876,-40,0.682,"no"
"39627","student","unknown","no","cellular","may",2,2,"success",93.876,-40,0.682,"yes"
"39628","entrepreneur","professional.course","no","cellular","may",5,2,"success",93.876,-40,0.682,"no"
"39629","admin.","university.degree","no","telephone","may",2,0,"nonexistent",93.876,-40,0.682,"no"
"39630","entrepreneur","professional.course","no","cellular","may",6,4,"success",93.876,-40,0.682,"yes"
"39631","admin.","high.school","no","cellular","may",6,0,"nonexistent",93.876,-40,0.682,"no"
"39632","technician","professional.course","no","telephone","may",5,0,"nonexistent",93.876,-40,0.682,"yes"
"39633","student","high.school","no","cellular","may",2,2,"failure",93.876,-40,0.682,"no"
"39634","technician","unknown","no","telephone","may",3,0,"nonexistent",93.876,-40,0.682,"no"
"39635","technician","university.degree","no","telephone","may",5,1,"failure",93.876,-40,0.682,"no"
"39636","admin.","university.degree","no","cellular","may",1,1,"failure",93.876,-40,0.682,"no"
"39637","admin.","basic.4y","no","cellular","may",1,0,"nonexistent",93.876,-40,0.682,"yes"
"39638","admin.","high.school","no","cellular","may",1,1,"success",93.876,-40,0.682,"yes"
"39639","admin.","university.degree","no","cellular","may",2,3,"success",93.876,-40,0.682,"yes"
"39640","retired","university.degree","no","cellular","may",1,4,"success",93.876,-40,0.682,"yes"
"39641","blue-collar","unknown","no","cellular","may",2,2,"success",93.876,-40,0.682,"yes"
"39642","admin.","high.school","no","cellular","may",1,2,"failure",93.876,-40,0.682,"no"
"39643","management","university.degree","no","cellular","may",2,1,"failure",93.876,-40,0.682,"yes"
"39644","unemployed","professional.course","no","cellular","may",1,3,"success",93.876,-40,0.682,"yes"
"39645","unemployed","professional.course","no","cellular","may",1,2,"success",93.876,-40,0.682,"yes"
"39646","admin.","high.school","no","cellular","may",2,5,"success",93.876,-40,0.682,"no"
"39647","technician","professional.course","no","cellular","may",1,4,"success",93.876,-40,0.682,"yes"
"39648","admin.","high.school","no","cellular","may",1,1,"failure",93.876,-40,0.682,"no"
"39649","admin.","unknown","no","cellular","may",1,2,"success",93.876,-40,0.682,"yes"
"39650","unemployed","professional.course","no","telephone","may",1,1,"success",93.876,-40,0.682,"yes"
"39651","retired","university.degree","no","telephone","may",1,4,"success",93.876,-40,0.682,"yes"
"39652","admin.","high.school","no","cellular","may",1,1,"success",93.876,-40,0.682,"no"
"39653","management","university.degree","no","telephone","may",2,3,"success",93.876,-40,0.682,"no"
"39654","management","university.degree","no","telephone","may",1,0,"nonexistent",93.876,-40,0.683,"no"
"39655","blue-collar","professional.course","no","telephone","may",1,2,"success",93.876,-40,0.683,"yes"
"39656","retired","unknown","no","cellular","may",1,2,"success",93.876,-40,0.683,"no"
"39657","management","university.degree","no","cellular","may",1,4,"success",93.876,-40,0.683,"yes"
"39658","admin.","university.degree","no","cellular","may",1,1,"success",93.876,-40,0.683,"yes"
"39659","unemployed","basic.9y","no","cellular","may",1,4,"success",93.876,-40,0.683,"yes"
"39660","admin.","high.school","no","cellular","may",1,1,"success",93.876,-40,0.683,"yes"
"39661","admin.","university.degree","no","cellular","may",1,3,"success",93.876,-40,0.683,"yes"
"39662","services","high.school","no","cellular","may",2,3,"success",93.876,-40,0.683,"yes"
"39663","retired","basic.4y","no","cellular","may",1,2,"success",93.876,-40,0.683,"yes"
"39664","admin.","basic.9y","no","cellular","may",1,3,"success",93.876,-40,0.683,"yes"
"39665","admin.","basic.9y","no","cellular","may",1,3,"success",93.876,-40,0.683,"yes"
"39666","admin.","high.school","no","cellular","may",2,1,"failure",93.876,-40,0.683,"no"
"39667","management","unknown","no","cellular","may",3,5,"success",93.876,-40,0.683,"yes"
"39668","admin.","university.degree","no","cellular","may",3,2,"failure",93.876,-40,0.684,"yes"
"39669","management","university.degree","no","cellular","may",2,1,"success",93.876,-40,0.684,"yes"
"39670","management","university.degree","no","cellular","may",5,1,"failure",93.876,-40,0.684,"no"
"39671","admin.","high.school","no","cellular","may",5,0,"nonexistent",93.876,-40,0.684,"yes"
"39672","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.876,-40,0.684,"no"
"39673","admin.","university.degree","no","telephone","may",4,1,"failure",93.876,-40,0.684,"no"
"39674","admin.","university.degree","no","telephone","may",3,1,"failure",93.876,-40,0.684,"no"
"39675","retired","basic.4y","no","cellular","may",1,1,"success",93.876,-40,0.684,"yes"
"39676","technician","professional.course","no","cellular","may",4,4,"success",93.876,-40,0.684,"yes"
"39677","retired","basic.4y","no","cellular","may",2,2,"success",93.876,-40,0.684,"yes"
"39678","admin.","university.degree","no","cellular","may",3,1,"failure",93.876,-40,0.684,"yes"
"39679","retired","unknown","no","cellular","may",3,0,"nonexistent",93.876,-40,0.684,"no"
"39680","technician","professional.course","no","cellular","may",2,0,"nonexistent",93.876,-40,0.684,"no"
"39681","management","university.degree","no","cellular","may",3,3,"success",93.876,-40,0.684,"yes"
"39682","admin.","university.degree","no","cellular","may",5,0,"nonexistent",93.876,-40,0.684,"yes"
"39683","admin.","basic.4y","no","cellular","may",4,2,"success",93.876,-40,0.684,"yes"
"39684","student","university.degree","no","cellular","may",1,1,"failure",93.876,-40,0.685,"yes"
"39685","retired","professional.course","no","cellular","may",1,0,"nonexistent",93.876,-40,0.685,"no"
"39686","admin.","university.degree","no","cellular","may",1,2,"success",93.876,-40,0.685,"yes"
"39687","admin.","university.degree","no","cellular","may",2,0,"nonexistent",93.876,-40,0.685,"no"
"39688","admin.","professional.course","no","telephone","may",5,0,"nonexistent",93.876,-40,0.685,"no"
"39689","blue-collar","basic.4y","no","cellular","may",2,2,"success",93.876,-40,0.685,"yes"
"39690","admin.","university.degree","no","cellular","may",2,3,"failure",93.876,-40,0.685,"no"
"39691","retired","professional.course","no","cellular","may",2,1,"success",93.876,-40,0.685,"yes"
"39692","technician","university.degree","no","cellular","may",1,0,"nonexistent",93.876,-40,0.685,"yes"
"39693","retired","university.degree","no","cellular","may",1,0,"nonexistent",93.876,-40,0.688,"yes"
"39694","services","university.degree","no","cellular","may",1,3,"failure",93.876,-40,0.688,"yes"
"39695","unemployed","high.school","no","telephone","may",3,0,"nonexistent",93.876,-40,0.688,"yes"
"39696","admin.","high.school","no","telephone","may",1,0,"nonexistent",93.876,-40,0.69,"no"
"39697","self-employed","university.degree","no","cellular","may",3,0,"nonexistent",93.876,-40,0.69,"yes"
"39698","student","high.school","no","cellular","may",1,5,"success",93.876,-40,0.69,"yes"
"39699","retired","professional.course","no","cellular","may",7,2,"failure",93.876,-40,0.692,"no"
"39700","retired","professional.course","no","cellular","may",1,1,"failure",93.876,-40,0.692,"yes"
"39701","unknown","university.degree","no","cellular","may",1,1,"failure",93.876,-40,0.692,"no"
"39702","management","basic.9y","no","cellular","may",1,3,"failure",93.876,-40,0.692,"no"
"39703","admin.","university.degree","no","cellular","may",1,0,"nonexistent",93.876,-40,0.692,"yes"
"39704","admin.","professional.course","no","cellular","may",2,0,"nonexistent",93.876,-40,0.692,"yes"
"39705","management","university.degree","no","cellular","may",2,0,"nonexistent",93.876,-40,0.692,"yes"
"39706","unemployed","high.school","no","cellular","may",2,0,"nonexistent",93.876,-40,0.692,"no"
"39707","admin.","high.school","no","cellular","may",4,3,"failure",93.876,-40,0.692,"no"
"39708","admin.","university.degree","no","telephone","may",3,0,"nonexistent",93.876,-40,0.692,"yes"
"39709","student","university.degree","no","cellular","may",3,2,"success",93.876,-40,0.695,"yes"
"39710","services","basic.9y","no","cellular","may",4,0,"nonexistent",93.876,-40,0.695,"yes"
"39711","services","basic.9y","no","cellular","may",1,3,"failure",93.876,-40,0.695,"no"
"39712","blue-collar","basic.6y","no","cellular","may",1,2,"success",93.876,-40,0.695,"yes"
"39713","management","unknown","no","cellular","may",1,2,"failure",93.876,-40,0.695,"yes"
"39714","admin.","university.degree","no","cellular","may",1,2,"failure",93.876,-40,0.695,"no"
"39715","admin.","university.degree","no","cellular","may",3,3,"failure",93.876,-40,0.695,"yes"
"39716","services","high.school","no","cellular","may",1,2,"failure",93.876,-40,0.695,"no"
"39717","self-employed","high.school","no","cellular","may",1,1,"failure",93.876,-40,0.695,"yes"
"39718","student","university.degree","no","cellular","may",2,0,"nonexistent",93.876,-40,0.695,"yes"
"39719","unemployed","high.school","no","cellular","may",2,0,"nonexistent",93.876,-40,0.697,"yes"
"39720","retired","basic.4y","no","cellular","may",1,3,"success",93.876,-40,0.697,"yes"
"39721","management","university.degree","no","cellular","may",2,4,"failure",93.876,-40,0.697,"no"
"39722","technician","professional.course","no","cellular","may",7,0,"nonexistent",93.876,-40,0.697,"no"
"39723","retired","basic.9y","no","cellular","may",1,1,"failure",93.876,-40,0.697,"no"
"39724","unemployed","high.school","no","cellular","may",1,2,"failure",93.876,-40,0.697,"yes"
"39725","retired","basic.4y","no","cellular","may",1,1,"failure",93.876,-40,0.697,"yes"
"39726","technician","university.degree","no","cellular","may",2,1,"failure",93.876,-40,0.697,"yes"
"39727","student","unknown","no","cellular","may",2,5,"success",93.876,-40,0.697,"yes"
"39728","student","unknown","no","cellular","may",2,1,"success",93.876,-40,0.697,"yes"
"39729","admin.","university.degree","no","cellular","may",4,0,"nonexistent",93.876,-40,0.697,"yes"
"39730","admin.","university.degree","no","cellular","may",1,0,"nonexistent",93.876,-40,0.697,"yes"
"39731","retired","basic.4y","no","cellular","may",1,0,"nonexistent",93.876,-40,0.697,"yes"
"39732","student","high.school","no","cellular","may",1,0,"nonexistent",93.876,-40,0.697,"yes"
"39733","blue-collar","professional.course","no","cellular","may",1,0,"nonexistent",93.876,-40,0.697,"yes"
"39734","retired","high.school","no","cellular","may",1,1,"success",93.876,-40,0.697,"yes"
"39735","retired","unknown","unknown","cellular","may",3,1,"failure",93.876,-40,0.697,"yes"
"39736","housemaid","unknown","no","telephone","may",3,0,"nonexistent",93.876,-40,0.697,"yes"
"39737","technician","university.degree","no","cellular","may",3,3,"success",93.876,-40,0.697,"yes"
"39738","retired","basic.9y","no","cellular","may",1,1,"failure",93.876,-40,0.697,"no"
"39739","admin.","university.degree","no","cellular","may",2,2,"success",93.876,-40,0.697,"yes"
"39740","admin.","high.school","no","cellular","may",2,0,"nonexistent",93.876,-40,0.697,"yes"
"39741","retired","high.school","no","telephone","may",2,2,"success",93.876,-40,0.697,"yes"
"39742","services","high.school","no","telephone","may",1,0,"nonexistent",93.876,-40,0.699,"yes"
"39743","retired","high.school","no","cellular","may",3,1,"success",93.876,-40,0.699,"yes"
"39744","technician","university.degree","no","cellular","may",1,1,"failure",93.876,-40,0.699,"no"
"39745","technician","university.degree","no","cellular","may",1,0,"nonexistent",93.876,-40,0.699,"yes"
"39746","admin.","university.degree","no","cellular","may",1,2,"success",93.876,-40,0.699,"yes"
"39747","student","university.degree","no","cellular","may",1,1,"failure",93.876,-40,0.699,"yes"
"39748","blue-collar","basic.9y","no","telephone","may",1,0,"nonexistent",93.876,-40,0.699,"no"
"39749","blue-collar","high.school","no","telephone","may",1,0,"nonexistent",93.876,-40,0.699,"no"
"39750","technician","professional.course","no","cellular","may",1,1,"failure",93.876,-40,0.699,"yes"
"39751","technician","professional.course","no","telephone","may",1,0,"nonexistent",93.876,-40,0.699,"no"
"39752","admin.","basic.9y","no","telephone","may",1,0,"nonexistent",93.876,-40,0.699,"no"
"39753","retired","high.school","no","cellular","may",2,0,"nonexistent",93.876,-40,0.699,"no"
"39754","admin.","basic.9y","no","cellular","may",2,0,"nonexistent",93.876,-40,0.699,"yes"
"39755","student","university.degree","no","cellular","may",2,0,"nonexistent",93.876,-40,0.699,"yes"
"39756","admin.","unknown","no","cellular","may",3,2,"success",93.876,-40,0.699,"yes"
"39757","student","high.school","unknown","telephone","may",2,1,"success",93.876,-40,0.699,"yes"
"39758","unemployed","high.school","no","telephone","may",1,2,"failure",93.876,-40,0.699,"no"
"39759","admin.","university.degree","no","cellular","may",2,3,"failure",93.876,-40,0.699,"no"
"39760","unemployed","high.school","no","telephone","may",1,0,"nonexistent",93.876,-40,0.699,"no"
"39761","services","university.degree","no","cellular","may",3,0,"nonexistent",93.876,-40,0.699,"yes"
"39762","technician","high.school","no","cellular","may",3,2,"failure",93.876,-40,0.699,"no"
"39763","retired","professional.course","no","cellular","may",4,3,"failure",93.876,-40,0.699,"no"
"39764","technician","professional.course","no","cellular","may",2,2,"failure",93.876,-40,0.699,"yes"
"39765","admin.","university.degree","no","cellular","may",3,0,"nonexistent",93.876,-40,0.699,"yes"
"39766","unemployed","basic.4y","no","telephone","may",1,0,"nonexistent",93.876,-40,0.699,"no"
"39767","retired","university.degree","no","cellular","may",3,0,"nonexistent",93.876,-40,0.699,"no"
"39768","admin.","university.degree","no","cellular","may",3,0,"nonexistent",93.876,-40,0.699,"yes"
"39769","retired","university.degree","no","cellular","may",3,0,"nonexistent",93.876,-40,0.699,"no"
